_id;inserttime;initial_investment;agg_return;agg_predicted_return;actual_profit_loss;predicted_profit_loss;prediction_error
639fa6b81378fdf8812d223b;2022-12-18 18:48:08;100.0;100.09072419836585;100.19916114501953;0.090724198365848;0.19916114501953075;0.10843694665368275
639fb68c1378fdf8812e03eb;2022-12-18 19:55:40;200.09072419836585;199.81344313914877;200.5335052843562;-0.27728105921707424;0.4427810859903616;0.3598678290021985
639fc6021378fdf8812ee59b;2022-12-18 21:01:38;199.81344313914877;199.78690893720906;200.2556106294364;-0.02653420193971101;0.44216749028763047;0.23456964900051328
639fd4ec1378fdf8812fc74b;2022-12-18 22:05:16;199.78690893720906;199.73043877917772;199.80083476835142;-0.05647015803134536;0.013925831142358902;0.03523553647643099
639fe4ef1378fdf88130a8fb;2022-12-18 23:13:35;199.73043877917772;199.75524778422275;200.04400401453546;0.024809005045028698;0.3135652353577427;0.1445729714898205
639ff48a1378fdf881318aab;2022-12-19 00:20:10;299.7552477842228;299.80135338196567;299.8403852410752;0.04610559774289413;0.08513745685240792;0.013021242963396146
63a003fa1378fdf881326c5b;2022-12-19 01:26:02;399.80135338196567;399.96476231753485;400.6860744410758;0.1634089355691799;0.8847210591101202;0.18041762926495322
63a012fb1378fdf881334e0b;2022-12-19 02:30:03;499.96476231753485;499.2996563069534;500.3210686442033;-0.6651060105814395;0.3563063266684594;0.20429686534611916
63a023101378fdf881342fbb;2022-12-19 03:38:40;499.2996563069534;498.03724125451896;499.3344592013981;-1.2624150524344486;0.03480289444468099;0.2598074984617337
63a0336b1378fdf88135116b;2022-12-19 04:48:27;498.03724125451896;497.9398687353881;498.071956154315;-0.09737251913088585;0.03471489979602893;0.02652159476953899
