predicted_return;actual_return;error
4.225535188357981e-05;0.0;0.0
2.648047451022127e-05;-0.0004669877541273066;-0.0005092431060108864
2.803734954539715e-05;1.0346083964142633e-05;-1.6134390546078636e-05
2.803734954539715e-05;0.00031622565224262574;0.0002881883026972286
4.052621510520711e-05;-0.0001757936819853647;-0.00020383103153076185
6.190638137912473e-05;-0.00041128845205059704;-0.00045181466715580416
0.0002470970010443529;-9.78894065053603e-05;-0.00015979578788448504
4.052621510520711e-05;7.500818239272283e-05;-0.00017208881865163008
2.648047451022127e-05;0.0002930729745813873;0.00025254675947618016
2.648047451022127e-05;7.471192872263926e-05;4.8231454212417996e-05
