_id;inserttime;initial_investment;agg_return;agg_predicted_return;actual_profit_loss;predicted_profit_loss;prediction_error
639fa6b81378fdf8812d2243;2022-12-18 18:48:08;100.0;99.91708461929383;100.19760042404539;-0.08291538070616866;0.19760042404539035;0.280515804751559
639fb68c1378fdf8812e03f3;2022-12-18 19:55:40;99.91708461929383;100.0560256128149;100.16503319210078;0.13894099352107503;0.2479485728069477;0.10909803833970501
639fc6021378fdf8812ee5a3;2022-12-18 21:01:38;200.0560256128149;200.07814864876832;200.46013082781914;0.02212303595342746;0.40410521500425034;0.19093760254445163
639fd4ec1378fdf8812fc753;2022-12-18 22:05:16;200.07814864876832;200.13807890474894;200.58115439747306;0.05993025598061763;0.5030057487047372;0.22145121579564714
639fe4ef1378fdf88130a903;2022-12-18 23:13:35;200.13807890474894;200.11432031019697;200.63584211868505;-0.023758594551964052;0.49776321393611056;0.2605810005482669
639ff48a1378fdf881318ab3;2022-12-19 00:20:10;200.11432031019697;200.08265650583712;200.65821678668922;-0.03166380435985161;0.5438964764922503;0.28761573882365166
63a003fa1378fdf881326c63;2022-12-19 01:26:02;200.08265650583712;200.00276802282997;200.6364320952546;-0.0798884830071529;0.5537755894174836;0.31670114916039727
63a012fb1378fdf881334e13;2022-12-19 02:30:03;200.00276802282997;200.2683774626082;200.49925888152492;0.26560943977824536;0.4964908586949548;0.1154391117678705
63a023101378fdf881342fc3;2022-12-19 03:38:40;200.2683774626082;200.7741470283524;200.75379793659854;0.5057695657441741;0.48542047399033095;0.010160911079255378
63a0336b1378fdf881351173;2022-12-19 04:48:27;300.7741470283524;300.830182737383;301.5887006174668;0.056035709030595626;0.8145535891144391;0.252188523374764
