inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension;return
2022-11-24 20:12:47;0.042645074583333324;0.042631925;0.042658669999999996;2.674499999999469e-05;0.0;0.0
2022-11-24 20:18:23;0.042646700555555556;0.042631840000000004;0.042655;2.3159999999994296e-05;16493955.094995426;3.812801919373119e-05
2022-11-24 20:23:51;0.042663445986111145;0.042646745;0.042683835;3.709000000000351e-05;17147479.1048784;0.0003926547736975711
2022-11-24 20:29:35;0.04267620062500016;0.042662939999999996;0.042682165;1.9225000000004655e-05;15916775.0325059;0.00029895941582325653
2022-11-24 20:35:09;0.04265844044444446;0.04263084;0.042679;4.815999999999848e-05;13475913.621262884;-0.00041616123965114286
2022-11-24 20:40:48;0.04265281222222214;0.042638380000000004;0.042659;2.0619999999998972e-05;12415130.94083476;-0.0001319368960439925
2022-11-24 20:46:14;0.042660068430555594;0.04264411;0.04267141;2.7300000000000935e-05;18608058.608057972;0.00017012262393501263
2022-11-24 20:51:40;0.042666874111111135;0.042654665;0.042690395000000006;3.573000000000465e-05;18695773.859499387;0.00015953280915664153
2022-11-24 20:57:08;0.042664382694444496;0.042654025;0.042669445;1.54200000000021e-05;19520103.76134624;-5.83922942222333e-05
2022-11-24 21:02:57;0.04266125415277773;0.042650654999999996;0.042671235;2.058000000000615e-05;44995140.91349482;-7.332912066655666e-05
2022-11-24 21:08:33;0.042666007861111105;0.042654115;0.042675;2.0884999999998266e-05;26334689.968879372;0.00011142917449989631
2022-11-24 21:14:11;0.04266482206944451;0.042655294999999996;0.042669265;1.3970000000002036e-05;35218324.98209938;-2.7792421321774914e-05
2022-11-24 21:20:01;0.0426707555972222;0.042658025;0.04267946;2.1435000000000204e-05;43247025.89223192;0.0001390730698004876
2022-11-24 21:25:21;0.04267062386111106;0.04265648;0.042677095;2.0615000000001604e-05;28377395.100652654;-3.087269238474298e-06
2022-11-24 21:30:55;0.04266060040277778;0.042645760000000005;0.042671995000000004;2.6234999999999453e-05;22679626.453211833;-0.00023490301819594614
2022-11-24 21:36:35;0.04266495022222225;0.042651839999999996;0.042673055;2.121500000000498e-05;24181004.00659343;0.00010196339018663119
2022-11-24 21:41:57;0.042661357555555446;0.042645564999999996;0.042669265;2.3700000000001498e-05;28776371.30801506;-8.420651256099544e-05
2022-11-24 21:47:23;0.04266741934722221;0.04265175;0.042673085;2.133499999999733e-05;27513475.509729248;0.00014209092288888485
2022-11-24 21:52:50;0.042665137833333325;0.04265466;0.04267036;1.5700000000000436e-05;35605095.54140028;-5.3472038473102104e-05
2022-11-24 21:58:20;0.04267502388888895;0.04265757;0.042683835;2.626500000000448e-05;30001903.674085878;0.00023171272982269527
2022-11-24 22:02:58;0.04265757493055554;0.04263084;0.04267418;4.333999999999588e-05;13982464.236272672;-0.0004088798726590054
2022-11-24 22:07:30;0.04265631613888893;0.0426392;0.042672545;3.334499999999713e-05;9506672.664568221;-2.9509217733556098e-05
2022-11-24 22:12:00;0.04267327644444441;0.042660575000000006;0.042679;1.8424999999995528e-05;15793758.480329478;0.00039760361631457756
2022-11-24 22:16:45;0.0426663685555556;0.042655570000000004;0.04267509;1.9519999999995097e-05;26895491.803285446;-0.00016187856814330815
2022-11-24 22:21:18;0.042664436624999996;0.042651215;0.042669595000000005;1.8380000000005337e-05;25952121.87159203;-4.527993876689847e-05
2022-11-24 22:26:17;0.0426686186388888;0.042659115;0.04267527;1.6155000000003805e-05;35530795.419366434;9.802107374727771e-05
2022-11-24 22:30:57;0.0426610806111111;0.042651295000000006;0.04266726;1.596499999999279e-05;47416222.98780719;-0.00017666444375651565
2022-11-24 22:35:35;0.04266988876388897;0.042658525;0.042676;1.7474999999995966e-05;35937052.93276938;0.00020646811219244402
2022-11-24 22:40:15;0.042676432361111065;0.042663574999999995;0.042683835;2.026000000000805e-05;28775913.129307423;0.00015335397892186865
2022-11-24 22:44:41;0.04267688234722226;0.042667035;0.042683105;1.6069999999999973e-05;25513378.967019334;1.0544136102678094e-05
2022-11-24 22:49:08;0.04267967941666668;0.042668855000000006;0.04268529;1.6434999999995203e-05;41131731.06177045;6.55406227114741e-05
2022-11-24 22:53:48;0.042681914888888846;0.042663759999999995;0.042699509999999996;3.575000000000106e-05;25762237.762236997;5.237790566192469e-05
2022-11-24 22:58:28;0.042686576263888845;0.042676320000000004;0.042692035;1.571499999999948e-05;21571746.738785315;0.00010921194637433729
2022-11-24 23:03:04;0.042697017777777777;0.042676595;0.042715015;3.8420000000004284e-05;18792295.679331586;0.0002446088396591422
2022-11-24 23:07:56;0.04272100570833338;0.042701285000000005;0.042747515;4.622999999999433e-05;9431105.34285212;0.0005618174711978544
2022-11-24 23:12:30;0.04273179265277782;0.042715425;0.042739475;2.4049999999997684e-05;12099792.099793265;0.00025249743693044296
2022-11-24 23:17:08;0.04273044726388893;0.04271889;0.042738745;1.985499999999918e-05;18886930.244271744;-3.148449445651025e-05
2022-11-24 23:21:46;0.04272937891666668;0.042717705;0.042733995;1.6289999999995197e-05;33456108.041753266;-2.500201356782201e-05
2022-11-24 23:26:17;0.042729204361111134;0.042716985;0.042738015;2.1029999999998272e-05;54255825.01189224;-4.085141417221612e-06
