_id;inserttime;avgfxrate;volatility;fractal_dimension;return;future_predicted_return;predicted_return;error
639f2d7fa668eef17e1b7731;2022-12-14 23:35:36;0.6830302361111111;0.0008784384179186479;0.0;0.0;-6.626183389425277e-05;0.0;0.0
639f2dbea668eef17e1b7741;2022-12-14 23:43:17;0.682844;0.000732231666383619;494379.0559999447;-0.00027266159133961215;-6.626183389425277e-05;-6.626183389425277e-05;-0.00020639975744535938
639f2dfca668eef17e1b7751;2022-12-14 23:50:58;0.6827082361111111;0.0010253281899562563;490574.63251981745;-0.00019882123719168344;-6.626183389425277e-05;-6.626183389425277e-05;-0.00013255940329743066
639f2e3ba668eef17e1b7761;2022-12-14 23:58:42;0.682416;0.0008792290919322597;406037.5199999696;-0.00042805417549335745;-7.1574372279644e-05;-6.626183389425277e-05;-0.0003617923415991047
639f2e79a668eef17e1b7781;2022-12-15 00:07:28;0.6824771527777778;0.000879150309366344;482283.8546295935;8.96121687910891e-05;-6.180842989683151e-05;-7.1574372279644e-05;0.0001611865410707331
639f2eb8a668eef17e1b7791;2022-12-15 00:15:23;0.6827329583333334;0.000585880606930907;764660.9133332053;0.00037481922217386305;-5.572681382894516e-05;-6.180842989683151e-05;0.00043662765207069456
639f2ef6a668eef17e1b77a1;2022-12-15 00:22:50;0.6826745555555556;0.0007324134112383309;611676.4017777094;-8.554263722725591e-05;-3.740597777366638e-05;-5.572681382894516e-05;-2.9815823398310748e-05
639f2f34a668eef17e1b77b1;2022-12-15 00:30:29;0.6827994305555556;0.0005858235699971358;650366.4576040577;0.00018292024945678825;-5.473171170949936e-05;-3.740597777366638e-05;0.00022032622723045463
639f2f72a668eef17e1b77c1;2022-12-15 00:38:43;0.6826446805555555;0.0010620459232319078;458548.9095594023;-0.00022664049364273917;-6.335049337148666e-05;-5.473171170949936e-05;-0.0001719087819332398
639f2fb0a668eef17e1b77e1;2022-12-15 00:46:32;0.6827312083333333;0.0010252936901901067;253585.8773809401;0.00012675375673831707;-6.335049337148666e-05;-6.335049337148666e-05;0.0001901042501098037
639f2fefa668eef17e1b77f1;2022-12-15 00:54:23;0.682798875;0.000878736069973819;327743.45999997546;9.911172338507022e-05;-6.180842989683151e-05;-6.335049337148666e-05;0.00016246221675655687
639f302da668eef17e1b7801;2022-12-15 01:02:58;0.6831306666666667;0.0006660511995751015;624576.609523985;0.00048592884202780284;-3.486881217956543e-05;-6.180842989683151e-05;0.0005477372719246344
639f306ba668eef17e1b7811;2022-12-15 01:11:42;0.6832357222222223;0.0008781742237487753;637686.6740741443;0.00015378544791180322;-0.00017244009091854095;-3.486881217956543e-05;0.00018865426009136865
639f30aaa668eef17e1b7821;2022-12-15 01:19:12;0.6831470277777778;0.0007319068658271187;430382.6275000474;-0.00012981529150145;-6.434559549093247e-05;-0.00017244009091854095;4.262479941709096e-05
639f30e8a668eef17e1b7841;2022-12-15 01:26:38;0.6829904166666667;0.0007320746935809054;510876.831666723;-0.00022924949497407141;-6.335049337148666e-05;-6.434559549093247e-05;-0.00016490389948313895
639f3126a668eef17e1b7851;2022-12-15 01:34:32;0.682920125;0.0005857200357070558;580482.1062499027;-0.00010291750067267453;-6.335049337148666e-05;-6.335049337148666e-05;-3.9567007301187875e-05
639f3164a668eef17e1b7861;2022-12-15 01:42:28;0.6828141944444445;0.0005858109032509458;1054947.9304164902;-0.00015511412195609603;-0.00010059060916900635;-6.335049337148666e-05;-9.176362858460937e-05
639f31a2a668eef17e1b7871;2022-12-15 01:49:32;0.683020625;0.000878450778847337;700096.1406249476;0.00030232317552147334;-0.00015674543716907502;-0.00010059060916900635;0.00040291378469047966
639f31e0a668eef17e1b7881;2022-12-15 01:56:46;0.6825947777777778;0.0008789988138399998;440273.6316666337;-0.0006234763733851745;-6.180842989683151e-05;-0.00015674543716907502;-0.0004667309362160995
639f321ea668eef17e1b78a1;2022-12-15 02:04:15;0.6824649861111112;0.0009890617302529222;322527.8971398737;-0.00019014453507708401;-6.180842989683151e-05;-6.180842989683151e-05;-0.0001283361051802525
639f325ca668eef17e1b78b1;2022-12-15 02:12:37;0.6824177916666666;0.0005934780788919038;621758.4324074247;-6.915291686023761e-05;-6.0044250094890594e-05;-6.180842989683151e-05;-7.344486963406098e-06
639f329aa668eef17e1b78c1;2022-12-15 02:20:20;0.68234975;0.0009452630414241475;608296.2887596836;-9.970675955040907e-05;-7.120019735097886e-05;-6.0044250094890594e-05;-3.9662509455518476e-05
639f32d8a668eef17e1b78d1;2022-12-15 02:27:20;0.68227;0.0004543655737465116;886950.9999999071;-0.00011687554659459323;-5.952286248207092e-05;-7.120019735097886e-05;-4.5675349243614374e-05
639f3316a668eef17e1b78e1;2022-12-15 02:35:11;0.682568625;0.0007545028897278178;872097.3888348783;0.00043769328858076243;-0.00023233149042129516;-5.952286248207092e-05;0.0004972161510628333
639f3354a668eef17e1b7901;2022-12-15 02:43:27;0.6822212083333333;0.0011726401792087689;379485.5471354058;-0.0005089842309507137;-7.020509523153305e-05;-0.00023233149042129516;-0.00027665274052941855
639f3393a668eef17e1b7911;2022-12-15 02:50:24;0.68175575;0.000931418620231573;310279.38858270587;-0.0006822689292677517;-7.020509523153305e-05;-7.020509523153305e-05;-0.0006120638340362187
639f33d1a668eef17e1b7921;2022-12-15 02:57:26;0.6814379027777778;0.0006456934640800034;501786.0920454592;-0.00046621861601045143;-6.366470800638199e-05;-7.020509523153305e-05;-0.0003960135207789184
