inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension;return
2022-11-24 20:12:47;0.007195595083333331;0.0071923049999999995;0.0071995;7.195000000000638e-06;0.0;0.0
2022-11-24 20:18:17;0.007199923902777808;0.007197765;0.0072031000000000005;5.335000000000409e-06;15745079.66260423;0.0006015929738047276
2022-11-24 20:23:47;0.007203746402777784;0.00720199;0.00720545;3.4600000000002684e-06;39306358.38149984;0.0005309083889763385
2022-11-24 20:29:17;0.0072032806388889065;0.007201300000000001;0.007205649999999999;4.349999999998452e-06;27356321.839090195;-6.465578642492759e-05
2022-11-24 20:34:48;0.007201164777777786;0.007198899999999999;0.00720275;3.850000000000554e-06;37402597.40259202;-0.000293735759744983
2022-11-24 20:40:48;0.007204406805555526;0.00720275;0.007206000000000001;3.250000000000648e-06;35999999.99999282;0.0004502088034069806
2022-11-24 20:45:48;0.007206867249999985;0.0072057;0.0072085;2.7999999999998512e-06;29642857.142858718;0.0003415193659749311
2022-11-24 20:51:18;0.007208999347222204;0.007207804999999999;0.0072101000000000005;2.2950000000011156e-06;53594771.24180401;0.0002958424441936503
2022-11-24 20:56:48;0.007209456736111095;0.007208549999999999;0.0072102;1.6500000000006093e-06;70909090.90906473;6.344693165599087e-05
2022-11-24 21:02:54;0.007207407402777789;0.00720605;0.00720945;3.3999999999997574e-06;68529411.76471077;-0.00028425627731991116
2022-11-24 21:08:23;0.007207702027777794;0.0072066000000000005;0.00720861;2.0099999999993387e-06;52238805.97016644;4.0878083274571975e-05
2022-11-24 21:13:52;0.007206167374999987;0.0072043;0.00720775;3.4499999999994604e-06;58550724.63769031;-0.00021291845471584623
2022-11-24 21:19:49;0.007208521888888886;0.007207389999999999;0.00720965;2.260000000000456e-06;55752212.38936928;0.00032673594247439625
2022-11-24 21:25:19;0.007209722236111099;0.00720874;0.0072114499999999995;2.7099999999995183e-06;52398523.98524916;0.00016651780222290308
2022-11-24 21:30:49;0.007209855916666659;0.00720895;0.0072114499999999995;2.4999999999990308e-06;51200000.00001985;1.8541706765018693e-05
2022-11-24 21:36:35;0.007212088833333344;0.0072095;0.0072139000000000005;4.4000000000007575e-06;34999999.99999397;0.00030970336890144985
