_id;inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension;return
639aa4212c4330a3456e67a5;2022-12-14 23:35:34;7.777121194444444;7.776815;7.77735;6.879152151857289e-05;0.0;0.0
639aa5ef2c4330a3456e7e35;2022-12-14 23:43:00;7.776970041666666;7.77679;7.77725;5.914899987216196e-05;54641667.770973034;-1.9435569280539148e-05
639aa7bb2c4330a3456e94c5;2022-12-14 23:50:58;7.776951430555555;7.77681;7.77725;5.6577439621322944e-05;95797901.71270505;-2.393105671127346e-06
639aa98a2c4330a3456eab55;2022-12-14 23:58:42;7.776988958333334;7.77684;7.777200000000001;4.629040904254193e-05;117086889.31694032;4.825512684984792e-06
639aab9d2c4330a3456ec1e5;2022-12-15 00:07:31;7.77725275;7.777044999999999;7.77755;6.493295463496692e-05;7176633.230687076;3.391951153321875e-05
639aad742c4330a3456ed875;2022-12-15 00:15:17;7.777271222222222;7.77644;7.7776499999999995;0.00015558156137619598;35094132.953182854;2.3751603317849843e-06
639aaf332c4330a3456eef05;2022-12-15 00:22:51;7.777474888888889;7.77634;7.777749999999999;0.000181292774344201;20745448.976688918;2.6187419835077705e-05
639ab0fd2c4330a3456f0595;2022-12-15 00:30:29;7.777207875;7.77693;7.77755;7.972012706419023e-05;25413908.314128444;-3.433169411715239e-05
639ab2ec2c4330a3456f1c25;2022-12-15 00:38:20;7.776848013888889;7.776415;7.777150000000001;9.451129798189952e-05;16188540.76359231;-4.627124758586443e-05
639ab4c12c4330a3456f32b5;2022-12-15 00:46:32;7.776166527777778;7.775785000000001;7.77655;9.837752281496951e-05;1016492.3565729753;-8.763011825542081e-05
639ab6972c4330a3456f4945;2022-12-15 00:54:23;7.775881444444445;7.774895;7.776389999999999;0.00019226116173202146;9861586.099446822;-3.6661166181900286e-05
639ab8a02c4330a3456f5fd5;2022-12-15 01:03:04;7.773342861111111;7.77245;7.775195;0.0003531299273743383;283181.8892936655;-0.00032646888349200927
639abaa62c4330a3456f7665;2022-12-15 01:11:42;7.773319708333333;7.772740000000001;7.77375;0.00012993161710772087;16477898.510452513;-2.9784840565152846e-06
639abc692c4330a3456f8cf5;2022-12-15 01:19:11;7.77322975;7.77295;7.77345;6.432332712160105e-05;65201851.14292031;-1.1572704675602735e-05
639abe262c4330a3456fa385;2022-12-15 01:26:37;7.7734677083333334;7.77309;7.774414999999999;0.000170451598915005;30706664.139946923;3.061254343265013e-05
639ac0012c4330a3456fba15;2022-12-15 01:34:26;7.7746411250000005;7.77407;7.775255;0.0001524186108332489;656087.8586500396;0.00015095150719017053
639ac1dd2c4330a3456fd0a5;2022-12-15 01:42:28;7.773860375;7.773045;7.774649999999999;0.00020646113032350862;5434436.972431144;-0.00010042264169467395
639ac3862c4330a3456fe735;2022-12-15 01:49:33;7.774051402777777;7.77355;7.774515;0.0001241309003507585;26407606.733998604;2.4573090917839365e-05
639ac5362c4330a3456ffdc5;2022-12-15 01:56:45;7.773825236111111;7.7730049999999995;7.774150000000001;0.00014728913568603106;17720247.918105837;-2.9092509805882804e-05
639ac6f92c4330a345701455;2022-12-15 02:04:11;7.773857208333334;7.773135;7.77435;0.0001562930688639027;45325106.55458832;4.112804346950156e-06
639ac8ee2c4330a345702ae5;2022-12-15 02:12:25;7.774186666666666;7.77402;7.77455;6.817433420681203e-05;32020848.10066063;4.2380291340932876e-05
639acabe2c4330a345704175;2022-12-15 02:20:21;7.774320569444444;7.77402;7.774649999999999;8.10360203662482e-05;60911184.65210148;1.722402400651631e-05
639acc602c4330a345705805;2022-12-15 02:27:18;7.774430013888889;7.77425;7.7748;7.074473614361961e-05;77913924.06652041;1.4077686077815073e-05
639ace382c4330a345706e95;2022-12-15 02:35:12;7.774514402777778;7.774295;7.7756050000000005;0.00016849926981061232;41543206.73239577;1.0854672141691027e-05
639ad0272c4330a345708525;2022-12-15 02:43:26;7.7746843750000005;7.774345;7.7755600000000005;0.00015627644048253573;40652320.85133116;2.186274452866664e-05
639ad1c82c4330a345709bb5;2022-12-15 02:50:23;7.774416083333333;7.77395;7.77514;0.00015306615792681191;35892976.43850797;-3.450836763619277e-05
639ad3702c4330a34570b245;2022-12-15 02:57:26;7.774383583333334;7.773955;7.77518;0.00015756876244516098;34829238.45333875;-4.180378262547923e-06
639ad52f2c4330a34570c8d5;2022-12-15 03:04:51;7.773290347222222;7.771825;7.775055;0.0004155254539224211;4139337.274681433;-0.00014062029476596412
639ad6e52c4330a34570df65;2022-12-15 03:12:11;7.773337986111112;7.77275;7.773715;0.00012414229276072662;14612264.359385772;6.12853589171853e-06
639ad8a02c4330a34570f5f5;2022-12-15 03:19:34;7.774108611111111;7.773305000000001;7.77506;0.00022574935440070374;3681073.6500489833;9.913694752194896e-05
639ada642c4330a345710c85;2022-12-15 03:27:08;7.773991763888888;7.77342;7.775095;0.00021546202399919055;21038510.248177327;-1.5030304832153673e-05
639adc0e2c4330a345712315;2022-12-15 03:34:13;7.773873444444444;7.773585000000001;7.7751;0.00019488354304020416;23752646.979765985;-1.521990864377504e-05
639addd72c4330a3457139a5;2022-12-15 03:41:50;7.773921513888889;7.7734000000000005;7.774699999999999;0.00016722576857460762;29026626.944963884;6.183461152137213e-06
639adf712c4330a345715035;2022-12-15 03:48:41;7.774544666666666;7.77425;7.775145;0.00011511928201238299;3283550.7083803723;8.015938631021825e-05
639ae1152c4330a3457166c5;2022-12-15 03:55:41;7.774398152777778;7.7741;7.774645;7.010188946974219e-05;129454427.95685282;-1.8845333735997808e-05
