inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension
2022-11-18 08:28:41;81.68553999999988;81.6825;81.6895;0.006999999999990791;0.0
2022-11-18 08:36:07;81.68212680555565;81.6745;81.688;0.013500000000007617;137629.629629552
2022-11-18 08:43:54;81.68207694444445;81.67250000000001;81.689;0.01649999999997931;87030.30303041216
2022-11-18 08:51:21;81.6811412499999;81.67505;81.69200000000001;0.01695000000000846;90029.49852502882
2022-11-18 09:25:02;81.67272986111114;81.626;81.6905;0.06449999999999534;23550.387596900928
2022-11-18 09:33:42;81.62948902777765;81.58500000000001;81.66874999999999;0.08374999999998067;23032.835820900837
2022-11-18 10:03:12;81.63094763888901;81.58449999999999;81.65955;0.0750500000000045;12564.956695535555
2022-11-18 10:11:58;81.64352708333347;81.612;81.65055000000001;0.03855000000001496;6718.547341112827
2022-11-18 10:20:27;81.60443541666723;81.578;81.63374999999999;0.055749999999989086;11892.376681616677
2022-11-18 10:29:36;81.58892583333349;81.563;81.62245;0.059449999999998226;18940.285954584248
2022-11-18 10:39:15;81.56434944444435;81.5235;81.61925;0.09574999999999534;38099.21671018462
2022-11-18 10:48:01;81.56266486111107;81.5275;81.61075;0.0832499999999925;18090.090090091722
2022-11-18 10:57:47;81.56500083333331;81.53999999999999;81.61234999999999;0.07235000000000014;17290.9467864547
2022-11-18 11:06:47;81.58456277777798;81.543;81.62485000000001;0.08185000000000286;15100.7941356134
2022-11-18 11:15:50;81.60353013888896;81.574;81.63085000000001;0.05685000000001139;18962.18117853622
2022-11-18 11:25:35;81.57664027777784;81.5495;81.61935;0.06985000000000241;41102.362204722995
2022-11-18 11:35:11;81.60737666666668;81.577;81.63374999999999;0.05674999999999386;24898.67841409961
2022-11-18 11:44:44;81.62952138888885;81.61;81.64175;0.03175000000000239;25165.35433070677
2022-11-18 11:54:56;81.63533652777753;81.6281;81.6441;0.015999999999991132;38687.50000002144
2022-11-18 12:03:48;81.63158541666672;81.62110000000001;81.64285000000001;0.02174999999999727;87632.18390805698
2022-11-18 12:16:39;81.6357326388889;81.62004999999999;81.6464;0.026350000000007867;17609.10815938753
2022-11-18 12:25:59;81.6168606944445;81.6071;81.63515000000001;0.028050000000007458;6666.666666664894
2022-11-18 12:35:06;81.61053624999983;81.59905;81.61664999999999;0.017599999999987403;8750.000000006263
2022-11-18 12:43:49;81.59952291666664;81.59205;81.60665;0.0146000000000015;10342.465753423594
2022-11-18 12:53:44;81.6038765277777;81.5951;81.61815;0.023049999999997794;14577.006507593585
2022-11-18 13:02:12;81.61609361111097;81.61404999999999;81.62415;0.010100000000008436;16237.623762362677
2022-11-18 13:11:39;81.62255666666645;81.6206;81.62424999999999;0.0036499999999932697;40273.972602813985
2022-11-18 13:20:01;81.62064013888845;81.61955;81.62164999999999;0.0020999999999844476;90476.19047686053
2022-11-18 13:29:44;81.61941847222226;81.60810000000001;81.62465;0.01654999999999518;38066.46525680867
2022-11-18 13:39:24;81.61310416666649;81.60755;81.61824999999999;0.010699999999985721;11682.242990669796
2022-11-18 13:48:40;81.60768027777769;81.6071;81.6088;0.0016999999999995907;28823.529411771644
2022-11-18 13:57:03;81.60791111111088;81.6078;81.6099;0.0020999999999986585;221904.76190490366
2022-11-18 14:06:23;81.60857083333349;81.60705;81.61064999999999;0.00359999999999161;170555.55555595306
2022-11-18 14:15:47;81.6085658333336;81.60565;81.61064999999999;0.0049999999999954525;94800.00000008622
2022-11-18 14:20:51;81.60506847222162;81.6036;81.61075;0.007149999999995771;51328.67132870169
2022-11-18 14:34:07;81.60175055555543;81.58930000000001;81.60615;0.016849999999990928;36379.82195847656
2022-11-18 14:43:21;81.60442250000007;81.59965;81.60615;0.006500000000002615;19999.999999991953
2022-11-18 14:52:03;81.60024819444436;81.59905;81.6026;0.00354999999998995;54366.1971832525
2022-11-18 15:01:12;81.59558374999979;81.583;81.60265000000001;0.019650000000012824;33994.91094145364
2022-11-18 15:10:42;81.56723916666644;81.5541;81.583;0.028899999999993042;7577.854671282101
2022-11-18 15:19:38;81.55251986111107;81.5391;81.5571;0.018000000000000682;11999.999999999545
2022-11-18 15:28:11;81.5524958333333;81.54905;81.55615;0.007100000000008322;30845.07042249906
2022-11-18 15:36:39;81.55261263888845;81.5496;81.55425;0.004649999999998045;47096.77419356819
2022-11-18 15:44:45;81.55357430555532;81.55305;81.5586;0.0055499999999995;57117.11711712227
2022-11-18 15:53:42;81.5536130555552;81.5531;81.5586;0.00549999999999784;47090.909090927584
2022-11-18 16:02:30;81.55285680555549;81.53675000000001;81.5586;0.02184999999998638;20686.498855848135
2022-11-18 16:11:22;81.55275569444456;81.5426;81.55875;0.016150000000010323;14798.761609897661
2022-11-18 16:22:15;81.55202555555593;81.55154999999999;81.55555000000001;0.004000000000019099;18749.999999910473
2022-11-18 16:30:17;81.55610263888899;81.55154999999999;81.56325000000001;0.011700000000018917;31623.931623880493
2022-11-18 16:38:31;81.56132124999996;81.56055;81.5671;0.006549999999990064;47633.5877863318
2022-11-18 16:45:48;81.54391444444477;81.51509999999999;81.56215;0.047050000000012915;4080.7651434632794
2022-11-18 16:45:48;81.52010000000058;81.52010000000001;81.52010000000001;0.0;0.0
2022-11-18 16:45:48;81.52010000000058;81.52010000000001;81.52010000000001;0.0;0.0
2022-11-18 16:45:48;81.52010000000058;81.52010000000001;81.52010000000001;0.0;0.0
2022-11-18 16:45:48;81.52010000000058;81.52010000000001;81.52010000000001;0.0;0.0
2022-11-18 16:45:48;81.52010000000058;81.52010000000001;81.52010000000001;0.0;0.0
