_id;inserttime;avgfxrate;volatility;fractal_dimension;return;future_predicted_return;predicted_return;error
639f2d7ea668eef17e1b772b;2022-12-14 23:35:35;1.348831125;0.00037069132727786435;0.0;0.0;-8.58303498178848e-06;0.0;0.0
639f2dbda668eef17e1b773b;2022-12-14 23:43:18;1.3491363055555556;0.0004447289703267486;1722397.350092145;0.00022625557039664067;-3.522812507523293e-05;-8.58303498178848e-06;0.00023483860537842915
639f2dfba668eef17e1b774b;2022-12-14 23:50:57;1.349332347222222;0.00037055363048954;1856681.3097771576;0.00014530901426279324;-5.8542747071813343e-05;-3.522812507523293e-05;0.00018053713933802618
639f2e3aa668eef17e1b775b;2022-12-14 23:58:42;1.3495288194444444;0.000381614673639983;2287647.8822813616;0.00014560699046959268;0.00011416344957324275;-5.8542747071813343e-05;0.00020414973754140603
639f2e78a668eef17e1b777b;2022-12-15 00:07:33;1.3497114583333334;0.0007334901055241317;1610110.3356480729;0.00013533530092689459;0.00010471533294779554;0.00011416344957324275;2.1171851353651833e-05
639f2eb7a668eef17e1b778b;2022-12-15 00:15:24;1.3495617777777777;0.00024081891274000205;2441668.6933340193;-0.00011089818837314512;7.806916643023198e-05;0.00010471533294779554;-0.00021561352132094065
639f2ef5a668eef17e1b779b;2022-12-15 00:22:51;1.3493935;0.00037053683747562664;4099457.4529986307;-0.00012469068148545745;3.511561449448822e-05;7.806916643023198e-05;-0.00020275984791568943
639f2f33a668eef17e1b77ab;2022-12-15 00:30:29;1.3491860972222223;0.00027794534851202857;3838884.1752961506;-0.0001537007387227249;1.1803265006382373e-05;3.511561449448822e-05;-0.0001888163532172131
639f2f71a668eef17e1b77bb;2022-12-15 00:38:44;1.3493688888888888;0.0005187610339647923;3196076.5968257487;0.00013548291599128703;-1.9993496131644485e-05;1.1803265006382373e-05;0.00012367965098490465
639f2fafa668eef17e1b77db;2022-12-15 00:46:30;1.3492544583333332;0.0002223450129420095;3521554.136247781;-8.480301902456474e-05;-4.330562553827905e-05;-1.9993496131644485e-05;-6.480952289292026e-05
639f2feda668eef17e1b77eb;2022-12-15 00:54:23;1.3493367083333334;0.0003705524328451379;3702579.9276654306;6.095959104835702e-05;0.00012837582363077753;-4.330562553827905e-05;0.00010426521658663608
639f302ca668eef17e1b77fb;2022-12-15 01:03:04;1.348985486111111;0.0003002256170802347;3777159.3611112162;-0.00026029249782747875;0.00010029539932718295;0.00012837582363077753;-0.0003886683214582563
639f306aa668eef17e1b780b;2022-12-15 01:11:41;1.3489903472222222;0.0004040058560257723;3616284.21521395;3.603531069272065e-06;7.126060328409837e-05;0.00010029539932718295;-9.669186825791088e-05
639f30a9a668eef17e1b781b;2022-12-15 01:19:12;1.3490990694444445;0.00037061770430680353;2757558.497944748;8.059525588609427e-05;6.425311586925204e-05;7.126060328409837e-05;9.334652601995897e-06
639f30e7a668eef17e1b783b;2022-12-15 01:26:38;1.348913638888889;0.00029653492148647793;3500430.8929170524;-0.0001374476936166684;2.2816049782413492e-05;6.425311586925204e-05;-0.00020170080948592043
639f3125a668eef17e1b784b;2022-12-15 01:34:32;1.3490259444444443;0.0003706377939275696;2781691.4974447503;8.325629774780927e-05;1.4292044635064165e-05;2.2816049782413492e-05;6.044024796539577e-05
639f3163a668eef17e1b785b;2022-12-15 01:42:29;1.349244138888889;0.000396518305753583;2643005.3412244767;0.00016174221507241207;-1.235325143206494e-05;1.4292044635064165e-05;0.0001474501704373479
639f31a1a668eef17e1b786b;2022-12-15 01:49:33;1.3487242638888888;0.00031881979994954473;2644126.8708323953;-0.0003853083256142879;-3.5669567773818426e-05;-1.235325143206494e-05;-0.000372955074182223
639f31dfa668eef17e1b787b;2022-12-15 01:56:46;1.349146236111111;0.0005188466463188304;2266565.6766669163;0.00031286767319331916;0.00014036788926139832;-3.5669567773818426e-05;0.0003485372409671376
639f321da668eef17e1b789b;2022-12-15 02:04:17;1.3491866666666668;0.0003817114508494326;2014610.7702263684;2.9967511655543786e-05;0.00011372217250007219;0.00014036788926139832;-0.00011040037760585453
639f325ba668eef17e1b78ab;2022-12-15 02:12:37;1.3493158888888888;0.00029644652026542207;3713991.9841670753;9.577786781814448e-05;6.982759347287177e-05;0.00011372217250007219;-1.7944304681927708e-05
639f3299a668eef17e1b78bb;2022-12-15 02:20:22;1.3494703611111112;0.00030752805838442745;4780051.640564182;0.00011448188188877391;4.3182146734581545e-05;6.982759347287177e-05;4.4654288415902146e-05
639f32d7a668eef17e1b78cb;2022-12-15 02:27:20;1.3496898611111112;0.00022227328562223817;5353769.782404035;0.00016265640678414734;2.0812538998318173e-05;4.3182146734581545e-05;0.00011947426004956579
639f3315a668eef17e1b78db;2022-12-15 02:35:12;1.349617638888889;0.00029638024020586107;4494226.737500495;-5.351023542756367e-05;-6.7784030758128395e-06;2.0812538998318173e-05;-7.432277442588185e-05
639f3353a668eef17e1b78fb;2022-12-15 02:43:27;1.3498485277777779;0.0004481984367506665;3036601.398851211;0.00017107726087440398;-3.763009182944177e-05;-6.7784030758128395e-06;0.0001778556639502168
639f3392a668eef17e1b790b;2022-12-15 02:50:23;1.3500682777777777;0.000325909442686867;2126357.5375010925;0.00016279604376175525;-3.9489162045817575e-05;-3.763009182944177e-05;0.00020042613559119704
639f33d0a668eef17e1b791b;2022-12-15 02:57:28;1.3503862361111112;0.0003813723705324174;2771569.420522961;0.00023551278003275565;0.00013654804866744478;-3.9489162045817575e-05;0.0002750019420785732
