_id;inserttime;initial_investment;agg_return;agg_predicted_return;actual_profit_loss;predicted_profit_loss;prediction_error
639fa6b81378fdf8812d223f;2022-12-18 18:48:08;100.0;100.07232056183679;100.02058903071281;0.07232056183678992;0.020589030712812928;0.05173153112397699
639fb68c1378fdf8812e03ef;2022-12-18 19:55:40;200.0723205618368;199.82159667462184;200.11809050797936;-0.25072388721494576;0.04576994614257046;0.14819332955448888
639fc6021378fdf8812ee59f;2022-12-18 21:01:38;199.82159667462184;199.7162510009527;199.86730926341093;-0.10534567366914871;0.045712588789086794;0.07559656462169613
639fd4ec1378fdf8812fc74f;2022-12-18 22:05:16;199.7162510009527;199.92122602266448;199.76193949012722;0.20497502171178894;0.045688489174523284;0.07975642029075833
639fe4ef1378fdf88130a8ff;2022-12-18 23:13:35;299.9212260226645;299.8505519400542;299.9898381041534;-0.07067408261031005;0.06861208148893638;0.04644091581858259
639ff48a1378fdf881318aaf;2022-12-19 00:20:10;299.8505519400542;300.1395158206548;299.91914785364474;0.28896388060064737;0.06859591359057049;0.0734926000917059
63a003fa1378fdf881326c5f;2022-12-19 01:26:02;400.1395158206548;400.4358891134045;400.23105454043974;0.29637329274970625;0.09153871978492134;0.051190788429052114
63a012fb1378fdf881334e0f;2022-12-19 02:30:03;500.4358891134045;499.96183176598396;500.5503723344129;-0.47405734742056893;0.1144832210083564;0.1176055876950814
63a023101378fdf881342fbf;2022-12-19 03:38:40;499.96183176598396;498.81995069756323;500.07620653831134;-1.1418810684207301;0.11437477232738047;0.2512703492406043
63a0336b1378fdf88135116f;2022-12-19 04:48:27;498.81995069756323;498.5048972617979;499.25869427841843;-0.3150534357653214;0.4387435808552027;0.15111605210785858
