_id;inserttime;avgfxrate;volatility;fractal_dimension;return;future_predicted_return;predicted_return;error
639f2d7ea668eef17e1b772a;2022-12-14 23:35:33;1.55255012125;0.0007471578431658635;0.0;0.0;0.0001855757031019996;0.0;0.0
639f2dbda668eef17e1b773a;2022-12-14 23:43:13;1.5529220181944443;0.0003284131424662268;819090.2409688531;0.00023953941283710056;0.0001855757031019996;0.0001855757031019996;5.3963709735100956e-05
639f2dfba668eef17e1b774a;2022-12-14 23:50:58;1.5532061979166665;0.0006695827002202888;831861.3963842707;0.00018299677568650702;0.0001855757031019996;0.0001855757031019996;-2.5789274154925886e-06
639f2e3aa668eef17e1b775a;2022-12-14 23:58:42;1.553620711111111;0.0005857285459004708;565108.1927228535;0.0002668758307819166;0.0001855757031019996;0.0001855757031019996;8.130012767991698e-05
639f2e78a668eef17e1b777a;2022-12-15 00:07:33;1.5539499070833334;0.0006370861734262672;811507.1736992181;0.00021188953640223984;0.0001855757031019996;0.0001855757031019996;2.631383330024023e-05
639f2eb7a668eef17e1b778a;2022-12-15 00:15:23;1.5534487361111111;0.00043773571936613727;817845.0698937741;-0.00032251423931863347;0.0001855757031019996;0.0001855757031019996;-0.000508089942420633
639f2ef5a668eef17e1b779a;2022-12-15 00:22:50;1.5532606183333333;0.00048285522155630723;1062430.2629399598;-0.00012109686879578791;0.0001855757031019996;0.0001855757031019996;-0.0003066725718977875
639f2f33a668eef17e1b77aa;2022-12-15 00:30:29;1.5529335466666667;0.0006447474859109218;812721.2768572094;-0.00021057101609742678;0.0001855757031019996;0.0001855757031019996;-0.00039614671919942636
639f2f71a668eef17e1b77ba;2022-12-15 00:38:43;1.5531601877777776;0.0007398142245997282;642053.0779291189;0.00014594385677185298;0.0001855757031019996;0.0001855757031019996;-3.963184633014663e-05
639f2fafa668eef17e1b77da;2022-12-15 00:46:32;1.5531506251388887;0.0006105975715750281;578122.181340226;-6.156891584146406e-06;0.0001855757031019996;0.0001855757031019996;-0.00019173259468614602
639f2feda668eef17e1b77ea;2022-12-15 00:54:20;1.5532714220833332;0.0005988006904499733;756512.1537511752;7.777542144938747e-05;0.0001855757031019996;0.0001855757031019996;-0.00010780028165261214
639f302ca668eef17e1b77fa;2022-12-15 01:03:02;1.552641577361111;0.0005088102827587307;1151706.2839664964;-0.00040549559675628297;0.0001855757031019996;0.0001855757031019996;-0.0005910712998582826
639f306aa668eef17e1b780a;2022-12-15 01:11:42;1.5530414894444444;0.0004378505047170647;956947.6236432667;0.00025756883569551063;0.0001855757031019996;0.0001855757031019996;7.199313259351103e-05
639f30a8a668eef17e1b781a;2022-12-15 01:19:10;1.553707758888889;0.0008281480173081258;639982.212023826;0.00042900943018781034;0.0001855757031019996;0.0001855757031019996;0.00024343372708581073
639f30e7a668eef17e1b783a;2022-12-15 01:26:37;1.5539212202777777;0.00037324929502961974;720697.9452664555;0.00013738837800573458;0.0001855757031019996;0.0001855757031019996;-4.818732509626503e-05
639f3125a668eef17e1b784a;2022-12-15 01:34:29;1.5540251105555556;0.0003539196350588109;1562501.6111584425;6.685684989830811e-05;0.0001855757031019996;0.0001855757031019996;-0.00011871885320369149
639f3163a668eef17e1b785a;2022-12-15 01:42:17;1.5542128427777777;0.0004182181372523885;1523128.5859216093;0.00012080385377750578;0.0001855757031019996;0.0001855757031019996;-6.477184932449383e-05
639f31a1a668eef17e1b786a;2022-12-15 01:49:30;1.5534774619444445;0.0004055417702755578;1432651.4371262465;-0.00047315323428863767;0.0001855757031019996;0.0001855757031019996;-0.0006587289373906373
639f31dfa668eef17e1b787a;2022-12-15 01:56:41;1.5540822788888886;0.0008879838723769554;811951.6833904056;0.0003893310068928258;0.0001855757031019996;0.0001855757031019996;0.0002037553037908262
639f321da668eef17e1b789a;2022-12-15 02:04:15;1.5535453086111113;0.001493358440941905;360931.43161265214;-0.0003455224250811486;0.0001855757031019996;0.0001855757031019996;-0.0005310981281831482
639f325ba668eef17e1b78aa;2022-12-15 02:12:38;1.5538554134722224;0.0005277196275087673;585538.1984913312;0.00019961108272303798;0.0001855757031019996;0.0001855757031019996;1.4035379621038377e-05
639f3299a668eef17e1b78ba;2022-12-15 02:20:21;1.5541831631944445;0.0009458344645677983;918765.4209630562;0.0002109267821062344;0.0001855757031019996;0.0001855757031019996;2.5351079004234803e-05
639f32d7a668eef17e1b78ca;2022-12-15 02:27:20;1.5543529376388887;0.0005339842579516751;700395.1791287572;0.00010923708895112675;0.0001855757031019996;0.0001855757031019996;-7.633861415087286e-05
639f3315a668eef17e1b78da;2022-12-15 02:35:12;1.553947863611111;0.000656392678213614;1246205.2474841792;-0.00026060620980521615;0.0001855757031019996;0.0001855757031019996;-0.0004461819129072158
639f3353a668eef17e1b78fa;2022-12-15 02:43:26;1.5548395975;0.0014342315461900591;433681.7173296053;0.0005738505839035873;0.0001855757031019996;0.0001855757031019996;0.0003882748808015877
639f3392a668eef17e1b790a;2022-12-15 02:50:24;1.5560874287500002;0.0009189715009450057;395006.8088365268;0.0008025466112430702;0.0001855757031019996;0.0001855757031019996;0.0006169709081410706
639f33d0a668eef17e1b791a;2022-12-15 02:57:27;1.5574336315277777;0.0012584805928951741;415580.504739308;0.0008651202708185412;0.0001855757031019996;0.0001855757031019996;0.0006795445677165417
639f340ea668eef17e1b792a;2022-12-15 03:04:53;1.557378143888889;0.0013227359123303218;335667.91062456736;-3.562761055462078e-05;0.0001855757031019996;0.0001855757031019996;-0.00022120331365662037
