predicted_return;actual_return;error
1.6475137094691715e-06;0.0;0.0
1.6475137094691715e-06;-0.0006113323016056378;-0.000612979815315107
2.1741041126354595e-06;0.00031655398849291465;0.00031490647478344547
1.6475137094691715e-06;0.0003157670438991872;0.0003135929397865517
2.1741041126354595e-06;-0.0002861007649695896;-0.0002877482786790588
2.584596014811813e-06;-0.000603227000637276;-0.0006054011047499114
2.1741041126354595e-06;-0.0003940659903319597;-0.0003966505863467715
2.1741041126354595e-06;-0.00012031919359981699;-0.00012249329771245245
2.1741041126354595e-06;0.00028042353727683735;0.0002782494331642019
1.6475137094691715e-06;-2.8779759774336117e-05;-3.0953863886971575e-05
