_id;inserttime;avgfxrate;volatility;fractal_dimension;return;future_predicted_return;predicted_return;error
639f2d7fa668eef17e1b772e;2022-12-14 23:35:36;1.0800276691666668;0.0006468815753016585;0.0;0.0;0.00040212135833938385;0.0;0.0
639f2dbda668eef17e1b773e;2022-12-14 23:43:18;1.0798347340277779;0.0004769248328205705;1698380.8438105374;-0.00017863907045809942;0.0005144227107229132;0.00040212135833938385;-0.0005807604287974832
639f2dfca668eef17e1b774e;2022-12-14 23:50:59;1.0797553420833335;0.0005220164031903573;2130201.2603510097;-7.352231035231128e-05;0.0005860498493800784;0.0005144227107229132;-0.0005879450210752244
639f2e3aa668eef17e1b775e;2022-12-14 23:58:42;1.0796333263888889;0.0005390255985765312;2432166.49350627;-0.00011300309402421212;-2.3196502324401434e-05;0.0005860498493800784;-0.0006990529434042905
639f2e79a668eef17e1b777e;2022-12-15 00:07:28;1.0795931158333334;0.0005249662967353004;2560164.354089334;-3.724464090967812e-05;8.341662445446187e-05;-2.3196502324401434e-05;-1.4048138585276682e-05
639f2eb7a668eef17e1b778e;2022-12-15 00:15:20;1.0796578669444445;0.0004826992105146091;2604106.1858375594;5.9977328644939284e-05;0.0001770970414453359;8.341662445446187e-05;-2.3439295809522585e-05
639f2ef6a668eef17e1b779e;2022-12-15 00:22:50;1.0796277081944445;0.0005079991888290505;2940949.577978074;-2.7933617605512022e-05;0.0002590672291424135;0.0001770970414453359;-0.00020503065905084792
639f2f33a668eef17e1b77ae;2022-12-15 00:30:29;1.0798826469444445;0.0006007597231384017;2313737.000773893;0.0002361357976133177;0.00035274803352544116;0.0002590672291424135;-2.293143152909581e-05
639f2f71a668eef17e1b77be;2022-12-15 00:38:43;1.0798259144444444;0.0006309350339590657;1917788.5754851003;-5.253580114521815e-05;0.00045677115129213975;0.00035274803352544116;-0.0004052838346706593
639f2fafa668eef17e1b77de;2022-12-15 00:46:33;1.079933438611111;0.0005760540212554729;1935582.356616362;9.957546418203403e-05;0.0005504516552882778;0.00045677115129213975;-0.0003571956871101057
639f2feea668eef17e1b77ee;2022-12-15 00:54:23;1.0798399044444444;0.0009080975762834101;1181591.0845082195;-8.66110477946389e-05;-7.709184739952654e-05;0.0005504516552882778;-0.0006370627030829167
639f302ca668eef17e1b77fe;2022-12-15 01:02:58;1.0805194826388889;0.000722569109159724;1065642.0129770471;0.0006293323590352481;1.626557065970841e-05;-7.709184739952654e-05;0.0007064242064347746
639f306ba668eef17e1b780e;2022-12-15 01:11:42;1.0805622390277778;0.0006271272264796076;1639220.809740155;3.957021560086295e-05;0.0001402774393571931;1.626557065970841e-05;2.330464494115454e-05
639f30a9a668eef17e1b781e;2022-12-15 01:19:12;1.080480464861111;0.0005922828045598374;2172948.4464038266;-7.5677423949541e-05;0.00022361460875144876;0.0001402774393571931;-0.00021595486330673412
639f30e7a668eef17e1b783e;2022-12-15 01:26:37;1.0805633791666667;0.0006027411372227112;1713836.8964823273;7.673836617331527e-05;0.0003159279757533034;0.00022361460875144876;-0.0001468762425781335
639f3125a668eef17e1b784e;2022-12-15 01:34:32;1.080755813611111;0.0007509559419238635;1716478.861193546;0.00017808714246155116;0.0004096086527878439;0.0003159279757533034;-0.00013784083329175222
639f3163a668eef17e1b785e;2022-12-15 01:42:28;1.0806040245833333;0.00050883578766245;2273818.0530012706;-0.000140447107354087;0.0004929456795226303;0.0004096086527878439;-0.0005500557601419309
639f31a1a668eef17e1b786e;2022-12-15 01:49:33;1.08068353125;0.0005299423776151892;2711615.5655765636;7.357613414168157e-05;0.0005749160908086547;0.0004929456795226303;-0.0004193695453809487
639f31dfa668eef17e1b787e;2022-12-15 01:56:46;1.0803876266666665;0.0005312907940005236;2371582.595121643;-0.00027381242961224786;-4.6040651319482214e-05;0.0005749160908086547;-0.0008487285204209025
639f321ea668eef17e1b789e;2022-12-15 02:04:16;1.0801612624999999;0.0007735881937353493;1684358.6943956988;-0.00020952125059508833;5.7982120613443144e-05;-4.6040651319482214e-05;-0.0001634805992756061
639f325ca668eef17e1b78ae;2022-12-15 02:12:37;1.0796618856944444;0.0011275752308481045;1002150.4278256198;-0.00046231689923748916;0.00010002170358693058;5.7982120613443144e-05;-0.0005202990198509323
639f329aa668eef17e1b78be;2022-12-15 02:20:21;1.0790654708333334;0.0006143278771473263;937610.0636596464;-0.0005524089245101429;0.00022671899516203;0.00010002170358693058;-0.0006524306280970736
639f32d8a668eef17e1b78ce;2022-12-15 02:27:19;1.079029385;0.0007706462970885768;1592170.1105104652;-3.3441745944857906e-05;0.0003086891709505659;0.00022671899516203;-0.00026016074110688794
639f3316a668eef17e1b78de;2022-12-15 02:35:11;1.079173117222222;0.0010038241156231714;1064927.5937511898;0.00013320510471750743;0.0004023697485852376;0.0003086891709505659;-0.00017548406623305846
639f3354a668eef17e1b78fe;2022-12-15 02:43:26;1.079219663611111;0.0006543153574845612;891007.666763738;4.3131531119698905e-05;0.0004960501283922978;0.0004023697485852376;-0.0003592382174655387
639f3392a668eef17e1b790e;2022-12-15 02:50:23;1.079192296388889;0.0006653587154048643;1531504.7002577377;-2.5358342833203826e-05;0.0005780203216790991;0.0004960501283922978;-0.0005214084712255017
639f33d1a668eef17e1b791e;2022-12-15 02:57:27;1.0791186456944444;0.0007419480732674364;1907141.5520610982;-6.824612693306136e-05;-2.4314506125645847e-05;0.0005780203216790991;-0.0006462664486121605
