predicted_return;actual_return;error
0.0;0.0;0.0
0.000242106387363853;-0.00018308523699386124;-0.00042519162435771424
6.715648778664207e-05;0.00010083981343215775;3.3683325645515676e-05
0.0001945999593161677;-0.00021433372516916838;-0.0004089336844853361
0.0001945999593161677;0.00010448462356553974;-9.011533575062797e-05
0.0001945999593161677;0.00013708000729241378;-5.751995202375393e-05
0.0001945999593161677;-2.460131192026493e-05;-0.00021920127123643265
0.0001945999593161677;7.468843307724434e-07;-0.00019385307498539527
6.715648778664207e-05;-0.00016606847500692215;-0.00023322496279356422
0.00010542797045202788;-0.00020275603331134932;-0.00030818400376337717
