predicted_return;actual_return;error
0.0;0.0;0.0
0.0008293327026367188;0.00017473791555728334;-0.0006545947870794355
0.0008293327026367188;0.0001316497993023084;-0.0006976829033344103
0.0008293327026367188;-0.0001283403841400969;-0.0009576730867768157
0.0008293327026367188;0.0001322609772998884;-0.0006970717253368304
0.0008293327026367188;-3.0321724298162794e-05;-0.0008596544269348816
0.0008293327026367188;2.028304573378641e-06;-0.0008273043980633402
0.0008293327026367188;9.315912658255097e-06;-0.0008200167899784637
0.0008293327026367188;0.00021534438625950782;-0.000613988316377211
0.0008293327026367188;4.259493261476005e-05;-0.0007867377700219588
