inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension;return
2022-11-24 18:18:05;1.2112474166666667;1.2111;1.2114;0.00029999999999996696;0.0;0.0
2022-11-24 18:18:56;1.2112570833333332;1.2110400000000001;1.2114099999999999;0.0003699999999997594;467567.5675678716;7.98075317515727e-06
2022-11-24 18:19:46;1.2114144166666667;1.2113;1.2115;0.00019999999999997797;775000.0000000853;0.00012989260124744896
2022-11-24 18:20:48;1.2114815833333332;1.2113;1.2116250000000002;0.00032500000000013074;750769.2307689288;5.544483022690391e-05
2022-11-24 18:21:44;1.2115582499999995;1.2115049999999998;1.2117;0.00019500000000016726;420512.8205124598;6.328339425130682e-05
2022-11-24 18:22:49;1.211590833333333;1.2115;1.2117;0.00019999999999997797;1010000.0000001113;2.6893740629843334e-05
2022-11-24 18:23:39;1.2116647500000002;1.2115;1.2118;0.00029999999999996696;830000.0000000914;6.100794478930551e-05
2022-11-24 18:24:32;1.211599333333333;1.2114500000000001;1.21176;0.00030999999999981043;338709.67741956195;-5.398908127611266e-05
2022-11-24 18:25:28;1.2116484166666668;1.2114;1.211705;0.0003049999999999997;481967.21311475453;4.051119209410385e-05
2022-11-24 18:26:22;1.2117020833333325;1.2116500000000001;1.2117499999999999;9.999999999976694e-05;750000.000001748;4.429227647849473e-05
2022-11-24 18:27:24;1.2116930833333328;1.21155;1.21185;0.000300000000000189;2296666.6666652197;-7.42756831361149e-06
2022-11-24 18:28:14;1.2115535000000006;1.2114;1.2117149999999999;0.0003149999999998432;492063.492063737;-0.0001151969382776405
2022-11-24 18:29:10;1.2114875;1.2114;1.2116;0.00019999999999997797;855000.0000000942;-5.447551428852756e-05
2022-11-24 18:30:09;1.2114996666666669;1.21148;1.21157;9.000000000014552e-05;955555.5555540106;1.004275047560374e-05
2022-11-24 18:31:03;1.2116037500000008;1.21146;1.21177;0.00031000000000003247;2380645.1612900733;8.591280393850134e-05
2022-11-24 18:32:01;1.2116417500000003;1.2115;1.211745;0.00024500000000005073;804081.6326528947;3.136338922650114e-05
2022-11-24 18:32:56;1.2117190833333322;1.2116;1.2118;0.00019999999999997797;1370000.0000001509;6.382524647399312e-05
2022-11-24 18:33:51;1.211715;1.2116500000000001;1.211805;0.00015499999999990521;1025806.4516135305;-3.369867973767358e-06
2022-11-24 18:34:51;1.2116597499999995;1.2116;1.2118;0.00019999999999997797;1405000.0000001548;-4.559653053780575e-05
2022-11-24 18:35:41;1.2115733333333334;1.2115;1.2118;0.00029999999999996696;776666.6666667522;-7.13209023127898e-05
2022-11-24 18:36:42;1.2115482499999992;1.2114950000000002;1.2117;0.00020499999999978868;546341.4634151973;-2.070310780542234e-05
2022-11-24 18:37:31;1.2114977499999995;1.2114;1.2117;0.00029999999999996696;970000.0000001069;-4.168220291658326e-05
2022-11-24 18:38:21;1.2115715833333325;1.2114;1.2117;0.00029999999999996696;600000.0000000661;6.094384684824672e-05
2022-11-24 18:39:16;1.2115250000000002;1.211405;1.2117;0.0002949999999999342;525423.7288136765;-3.844868431474176e-05
2022-11-24 18:40:01;1.2114705833333341;1.2113399999999999;1.2116;0.000260000000000149;492307.6923074102;-4.491584297976291e-05
2022-11-24 18:41:00;1.2115284166666664;1.2114500000000001;1.2117;0.00024999999999986144;480000.000000266;4.773812433248376e-05
2022-11-24 18:41:56;1.2115856666666667;1.2114;1.2117;0.00029999999999996696;886666.6666667643;4.725436004030782e-05
2022-11-24 18:42:50;1.211609083333333;1.2115;1.2117;0.00019999999999997797;790000.000000087;1.9327289279355197e-05
2022-11-24 18:43:39;1.2115575000000003;1.2114;1.21169;0.00028999999999990145;748275.8620692198;-4.257423788113066e-05
2022-11-24 18:44:33;1.2115679166666669;1.2115;1.2117;0.00019999999999997797;615000.0000000678;8.59774849032619e-06
2022-11-24 18:45:22;1.2116389166666672;1.2115;1.2118;0.00029999999999996696;1030000.0000001134;5.860174986782043e-05
2022-11-24 18:46:20;1.2115590833333327;1.2115;1.211635;0.00013499999999999623;600000.0000000168;-6.588871670953694e-05
2022-11-24 18:47:11;1.211561749999999;1.211435;1.2117;0.0002649999999999597;1328301.8867926549;2.2010207368810604e-06
2022-11-24 18:47:58;1.2114546666666675;1.2113;1.2116;0.00029999999999996696;863333.3333334284;-8.83845444374981e-05
2022-11-24 18:48:45;1.2114584999999995;1.2113;1.2116;0.00029999999999996696;460000.00000005064;3.164240014560558e-06
2022-11-24 18:49:34;1.2115045;1.2114;1.2116;0.00019999999999997797;680000.0000000749;3.797076003877525e-05
2022-11-24 18:50:18;1.2115845833333327;1.211465;1.2117;0.00023499999999998522;1093617.0212766645;6.610238206524107e-05
2022-11-24 18:51:03;1.2115745833333336;1.21146;1.2117;0.00024000000000001798;854166.6666666027;-8.253654046723802e-06
2022-11-24 18:51:52;1.2115151666666668;1.2114;1.2116;0.00019999999999997797;840000.0000000926;-4.904086589806679e-05
2022-11-24 18:52:39;1.2114994166666662;1.2114;1.2116500000000001;0.0002500000000000835;1211999.9999995953;-1.3000249963012312e-05
2022-11-24 18:53:28;1.2114774166666664;1.2113;1.2116;0.00029999999999996696;806666.6666667555;-1.8159315388096105e-05
2022-11-24 18:54:14;1.2115447499999992;1.211495;1.211605;0.0001100000000000545;799999.9999996036;5.557952001946361e-05
2022-11-24 18:55:03;1.2114596666666668;1.2112;1.2116099999999999;0.0004099999999997994;590243.9024393131;-7.022714871435626e-05
2022-11-24 18:55:49;1.2113555;1.2112699999999998;1.2115;0.0002300000000001745;808695.6521732995;-8.598442815137934e-05
