inserttime;initial_investment;agg_return;profit_loss
2022-11-24 18:26:26;100.0;100.03356091547451;0.03356091547451001
2022-11-24 18:35:44;200.0335609154745;200.1296955944846;0.09613467901007766
2022-11-24 18:44:35;300.1296955944846;300.45303357416566;0.3233379796810709
2022-11-24 18:52:44;400.45303357416566;400.8344394049646;0.38140583079893986
2022-11-24 19:01:14;500.8344394049646;501.13243420825364;0.2979948032890434
2022-11-24 19:09:38;500.8344394049646;501.2437536073988;0.4093142024341887
2022-11-24 19:18:07;500.8344394049646;501.02008366774663;0.18564426278203428
2022-11-24 19:24:38;500.8344394049646;501.2791693177862;0.44472991282162866
2022-11-24 19:31:09;500.8344394049646;500.9827929282445;0.14835352327992268
2022-11-24 19:37:41;500.8344394049646;500.70456727403183;-0.1298721309327675
2022-11-24 19:44:03;500.8344394049646;500.62258472496717;-0.21185467999742968
2022-11-24 19:50:34;500.8344394049646;500.4601410775633;-0.3742983274012772
