_id;inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension;return
639aa4212c4330a3456e67a8;2022-12-14 23:35:35;1.348831125;1.3486;1.3491;0.00037069132727786435;0.0;0.0
639aa5ef2c4330a3456e7e38;2022-12-14 23:43:18;1.3491363055555556;1.3488;1.3494000000000002;0.0004447289703267486;1722397.350092145;0.00022625557039664067
639aa7bb2c4330a3456e94c8;2022-12-14 23:50:57;1.349332347222222;1.3491;1.3496000000000001;0.00037055363048954;1856681.3097771576;0.00014530901426279324
639aa98a2c4330a3456eab58;2022-12-14 23:58:42;1.3495288194444444;1.3493;1.349815;0.000381614673639983;2287647.8822813616;0.00014560699046959268
639aab9d2c4330a3456ec1e8;2022-12-15 00:07:33;1.3497114583333334;1.349395;1.350385;0.0007334901055241317;1610110.3356480729;0.00013533530092689459
639aad742c4330a3456ed878;2022-12-15 00:15:24;1.3495617777777777;1.349375;1.3497;0.00024081891274000205;2441668.6933340193;-0.00011089818837314512
639aaf332c4330a3456eef08;2022-12-15 00:22:51;1.3493935;1.3491;1.3496000000000001;0.00037053683747562664;4099457.4529986307;-0.00012469068148545745
639ab0fd2c4330a3456f0598;2022-12-15 00:30:29;1.3491860972222223;1.3490250000000001;1.3494000000000002;0.00027794534851202857;3838884.1752961506;-0.0001537007387227249
639ab2ec2c4330a3456f1c28;2022-12-15 00:38:44;1.3493688888888888;1.349;1.3497;0.0005187610339647923;3196076.5968257487;0.00013548291599128703
639ab4c12c4330a3456f32b8;2022-12-15 00:46:30;1.3492544583333332;1.3491;1.3494000000000002;0.0002223450129420095;3521554.136247781;-8.480301902456474e-05
639ab6972c4330a3456f4948;2022-12-15 00:54:23;1.3493367083333334;1.3491;1.3496000000000001;0.0003705524328451379;3702579.9276654306;6.095959104835702e-05
639ab8a02c4330a3456f5fd8;2022-12-15 01:03:04;1.348985486111111;1.3488;1.349205;0.0003002256170802347;3777159.3611112162;-0.00026029249782747875
639abaa62c4330a3456f7668;2022-12-15 01:11:41;1.3489903472222222;1.3488;1.349345;0.0004040058560257723;3616284.21521395;3.603531069272065e-06
639abc692c4330a3456f8cf8;2022-12-15 01:19:12;1.3490990694444445;1.3488;1.3493;0.00037061770430680353;2757558.497944748;8.059525588609427e-05
639abe262c4330a3456fa388;2022-12-15 01:26:38;1.348913638888889;1.3487;1.3491;0.00029653492148647793;3500430.8929170524;-0.0001374476936166684
639ac0012c4330a3456fba18;2022-12-15 01:34:32;1.3490259444444443;1.3488;1.3493;0.0003706377939275696;2781691.4974447503;8.325629774780927e-05
639ac1dd2c4330a3456fd0a8;2022-12-15 01:42:29;1.349244138888889;1.348865;1.3494000000000002;0.000396518305753583;2643005.3412244767;0.00016174221507241207
639ac3862c4330a3456fe738;2022-12-15 01:49:33;1.3487242638888888;1.348595;1.3490250000000001;0.00031881979994954473;2644126.8708323953;-0.0003853083256142879
639ac5362c4330a3456ffdc8;2022-12-15 01:56:46;1.349146236111111;1.3488;1.3495;0.0005188466463188304;2266565.6766669163;0.00031286767319331916
639ac6f92c4330a345701458;2022-12-15 02:04:17;1.3491866666666668;1.348995;1.34951;0.0003817114508494326;2014610.7702263684;2.9967511655543786e-05
639ac8ee2c4330a345702ae8;2022-12-15 02:12:37;1.3493158888888888;1.3491;1.3495;0.00029644652026542207;3713991.9841670753;9.577786781814448e-05
639acabe2c4330a345704178;2022-12-15 02:20:22;1.3494703611111112;1.349285;1.3497;0.00030752805838442745;4780051.640564182;0.00011448188188877391
639acc602c4330a345705808;2022-12-15 02:27:20;1.3496898611111112;1.3495;1.3498;0.00022227328562223817;5353769.782404035;0.00016265640678414734
639ace382c4330a345706e98;2022-12-15 02:35:12;1.349617638888889;1.3494000000000002;1.3498;0.00029638024020586107;4494226.737500495;-5.351023542756367e-05
639ad0272c4330a345708528;2022-12-15 02:43:27;1.3498485277777779;1.3495;1.350105;0.0004481984367506665;3036601.398851211;0.00017107726087440398
639ad1c82c4330a345709bb8;2022-12-15 02:50:23;1.3500682777777777;1.3498;1.3502399999999999;0.000325909442686867;2126357.5375010925;0.00016279604376175525
639ad3702c4330a34570b248;2022-12-15 02:57:28;1.3503862361111112;1.350085;1.3506;0.0003813723705324174;2771569.420522961;0.00023551278003275565
639ad52f2c4330a34570c8d8;2022-12-15 03:04:55;1.35037325;1.3502;1.3506;0.0002962143985005301;2005304.2762502208;-9.616590249402104e-06
639ad6e52c4330a34570df68;2022-12-15 03:12:12;1.3505388055555554;1.3500999999999999;1.3510149999999999;0.0006775073742687507;2017690.2155130557;0.00012259984826810505
639ad8a02c4330a34570f5f8;2022-12-15 03:19:36;1.3515357083333335;1.3507;1.3519999999999999;0.0009618687778534327;685124.639839819;0.0007381518943974377
639ada642c4330a345710c88;2022-12-15 03:27:08;1.352071611111111;1.3518;1.352395;0.0004400654485387513;881687.0338000042;0.00039651396146865673
639adc0e2c4330a345712318;2022-12-15 03:34:13;1.3523445555555555;1.3519;1.3527;0.000591565216655355;1555196.23888906;0.00020187129305982319
639addd72c4330a3457139a8;2022-12-15 03:41:51;1.3526841805555554;1.35215;1.353315;0.0008612505540810053;905659.7947066595;0.0002511379208831306
639adf712c4330a345715038;2022-12-15 03:48:41;1.3535659027777778;1.3531;1.3538999999999999;0.0005910314365618681;725849.7153646632;0.0006518315471540832
639ae1152c4330a3457166c8;2022-12-15 03:55:39;1.3538553472222221;1.3537;1.3540999999999999;0.0002954525391657665;1540010.4574654473;0.00021383845725601283
