_id;inserttime;avgfxrate;min_price;max_price;volatility;fractal_dimension;return
639aa4212c4330a3456e679b;2022-12-14 23:35:36;1.0800276691666668;1.07962185;1.0803205;0.0006468815753016585;0.0;0.0
639aa5ef2c4330a3456e7e2b;2022-12-14 23:43:18;1.0798347340277779;1.0795864;1.0801014;0.0004769248328205705;1698380.8438105374;-0.00017863907045809942
639aa7bb2c4330a3456e94bb;2022-12-14 23:50:59;1.0797553420833335;1.079483;1.0800466499999999;0.0005220164031903573;2130201.2603510097;-7.352231035231128e-05
639aa98a2c4330a3456eab4b;2022-12-14 23:58:42;1.0796333263888889;1.0793502;1.0799321499999999;0.0005390255985765312;2432166.49350627;-0.00011300309402421212
639aab9d2c4330a3456ec1db;2022-12-15 00:07:28;1.0795931158333334;1.07934815;1.0799149;0.0005249662967353004;2560164.354089334;-3.724464090967812e-05
639aad742c4330a3456ed86b;2022-12-15 00:15:20;1.0796578669444445;1.07938865;1.0799098;0.0004826992105146091;2604106.1858375594;5.9977328644939284e-05
639aaf332c4330a3456eeefb;2022-12-15 00:22:50;1.0796277081944445;1.0793502;1.07989865;0.0005079991888290505;2940949.577978074;-2.7933617605512022e-05
639ab0fd2c4330a3456f058b;2022-12-15 00:30:29;1.0798826469444445;1.0795621999999998;1.0802109500000001;0.0006007597231384017;2313737.000773893;0.0002361357976133177
639ab2ec2c4330a3456f1c1b;2022-12-15 00:38:43;1.0798259144444444;1.07953475;1.08021605;0.0006309350339590657;1917788.5754851003;-5.253580114521815e-05
639ab4c12c4330a3456f32ab;2022-12-15 00:46:33;1.079933438611111;1.0796848;1.0803069;0.0005760540212554729;1935582.356616362;9.957546418203403e-05
639ab6972c4330a3456f493b;2022-12-15 00:54:23;1.0798399044444444;1.07944445;1.08042505;0.0009080975762834101;1181591.0845082195;-8.66110477946389e-05
639ab8a02c4330a3456f5fcb;2022-12-15 01:02:58;1.0805194826388889;1.0800305;1.08081125;0.000722569109159724;1065642.0129770471;0.0006293323590352481
639abaa62c4330a3456f765b;2022-12-15 01:11:42;1.0805622390277778;1.08024435;1.0809220000000002;0.0006271272264796076;1639220.809740155;3.957021560086295e-05
639abc692c4330a3456f8ceb;2022-12-15 01:19:12;1.080480464861111;1.0801794500000002;1.0808194000000002;0.0005922828045598374;2172948.4464038266;-7.5677423949541e-05
639abe262c4330a3456fa37b;2022-12-15 01:26:37;1.0805633791666667;1.0802606;1.0809119;0.0006027411372227112;1713836.8964823273;7.673836617331527e-05
639ac0012c4330a3456fba0b;2022-12-15 01:34:32;1.080755813611111;1.0803132500000001;1.0811248500000001;0.0007509559419238635;1716478.861193546;0.00017808714246155116
639ac1dd2c4330a3456fd09b;2022-12-15 01:42:28;1.0806040245833333;1.0803234;1.08087325;0.00050883578766245;2273818.0530012706;-0.000140447107354087
639ac3862c4330a3456fe72b;2022-12-15 01:49:33;1.08068353125;1.0803805;1.0809532000000002;0.0005299423776151892;2711615.5655765636;7.357613414168157e-05
639ac5362c4330a3456ffdbb;2022-12-15 01:56:46;1.0803876266666665;1.080144;1.080718;0.0005312907940005236;2371582.595121643;-0.00027381242961224786
639ac6f92c4330a34570144b;2022-12-15 02:04:16;1.0801612624999999;1.0798378999999998;1.0806735;0.0007735881937353493;1684358.6943956988;-0.00020952125059508833
639ac8ee2c4330a345702adb;2022-12-15 02:12:37;1.0796618856944444;1.07903575;1.0802531499999999;0.0011275752308481045;1002150.4278256198;-0.00046231689923748916
639acabe2c4330a34570416b;2022-12-15 02:20:21;1.0790654708333334;1.0787151;1.079378;0.0006143278771473263;937610.0636596464;-0.0005524089245101429
639acc602c4330a3457057fb;2022-12-15 02:27:19;1.079029385;1.0786324500000002;1.0794640000000002;0.0007706462970885768;1592170.1105104652;-3.3441745944857906e-05
639ace382c4330a345706e8b;2022-12-15 02:35:11;1.079173117222222;1.0786492;1.0797325;0.0010038241156231714;1064927.5937511898;0.00013320510471750743
639ad0272c4330a34570851b;2022-12-15 02:43:26;1.079219663611111;1.0789300499999999;1.0796362;0.0006543153574845612;891007.666763738;4.3131531119698905e-05
639ad1c82c4330a345709bab;2022-12-15 02:50:23;1.079192296388889;1.07877505;1.0794931;0.0006653587154048643;1531504.7002577377;-2.5358342833203826e-05
639ad3702c4330a34570b23b;2022-12-15 02:57:27;1.0791186456944444;1.07874705;1.0795477;0.0007419480732674364;1907141.5520610982;-6.824612693306136e-05
639ad52f2c4330a34570c8cb;2022-12-15 03:04:54;1.0797896230555557;1.07904985;1.080465;0.0013105793663726573;713424.9355594822;0.0006217827518674103
639ad6e52c4330a34570df5b;2022-12-15 03:12:12;1.0799513716666667;1.0793309999999998;1.0809304499999999;0.0014810389078275437;426727.4793793546;0.00014979641187256963
639ad8a02c4330a34570f5eb;2022-12-15 03:19:35;1.0799576754166667;1.07937025;1.08076285;0.001289494979016355;417993.09712020506;5.8370683767579175e-06
639ada642c4330a345710c7b;2022-12-15 03:27:07;1.0791667693055556;1.07846895;1.0800569;0.0014714593195098579;479116.2016186999;-0.0007323491735969699
639adc0e2c4330a34571230b;2022-12-15 03:34:13;1.0783966358333335;1.07516415;1.08157565;0.005945400594694468;182830.40523291443;-0.0007136371264634865
639addd72c4330a34571399b;2022-12-15 03:41:50;1.0761698302777778;1.0754261;1.0769898;0.0014530234503938176;118373.86378959147;-0.002064922572606958
639adf712c4330a34571502b;2022-12-15 03:48:41;1.0767695915277777;1.0759888000000002;1.07760175;0.0014979527771685913;463298.9841721104;0.0005573109681444359
